Group, Time, Resource Size
Group #2,1,19
Group #2,2,20
Group #2,3,18
Group #2,4,17
Group #2,5,15
Group #2,6,16
Group #2,7,13
Group #2,8,11
Group #2,9,8
Group #2,10,5
Group #2,11,4
Group #2,12,0
Group #2,13,0
Group #2,14,0
Group #2,15,0
Group #2,16,0
