Group, Time, Resource Size
Group #2,1,19
Group #2,2,17
Group #2,3,18
Group #2,4,16
Group #2,5,14
Group #2,6,13
Group #2,7,11
Group #2,8,9
Group #2,9,8
Group #2,10,5
Group #2,11,4
Group #2,12,2
Group #2,13,1
Group #2,14,0
Group #2,15,0
Group #2,16,0
Group #2,17,0
Group #2,18,0
Group #2,19,0
Group #2,20,0
Group #2,21,0
Group #2,22,0
Group #2,23,0
Group #2,24,0
Group #2,25,0
Group #2,26,0
Group #2,27,0
Group #2,28,0
Group #2,29,0
Group #2,30,0
Group #2,31,0
Group #2,32,0
Group #2,33,0
