Group, Time, Resource Size
Group #3,1,18
Group #3,2,20
Group #3,3,21
Group #3,4,22
Group #3,5,22
Group #3,6,22
Group #3,7,19
Group #3,8,19
Group #3,9,17
Group #3,10,19
Group #3,11,17
Group #3,12,16
Group #3,13,15
Group #3,14,14
Group #3,15,13
Group #3,16,10
Group #3,17,10
Group #3,18,6
Group #3,19,4
Group #3,20,2
Group #3,21,0
Group #3,22,0
Group #3,23,0
Group #3,24,0
