1485163909735, -2.419, 34309735, class edu.asu.commons.foraging.event.ResourcesAddedEvent, Group #3, [java.awt.Point[x=6,y=3], java.awt.Point[x=8,y=8], java.awt.Point[x=3,y=6], java.awt.Point[x=8,y=2], java.awt.Point[x=0,y=0], java.awt.Point[x=0,y=8], java.awt.Point[x=0,y=2], java.awt.Point[x=2,y=7], java.awt.Point[x=6,y=4], java.awt.Point[x=3,y=2], java.awt.Point[x=4,y=8], java.awt.Point[x=0,y=1], java.awt.Point[x=5,y=7], java.awt.Point[x=7,y=5], java.awt.Point[x=3,y=3], java.awt.Point[x=7,y=6], java.awt.Point[x=5,y=8], java.awt.Point[x=5,y=0], java.awt.Point[x=4,y=6], java.awt.Point[x=0,y=3]]
1485163912154, 0.000, class edu.asu.commons.event.RoundStartedMarkerEvent - id: system identifier, created on 1485163912154
1485163912326, 0.172, 34312326, BotIdentifier uid: 148516390972216, 6, 4, 3, 1, token collected event
1485163912483, 0.329, 34312483, BotIdentifier uid: 148516390972216, 3, 1, 2, 0, up, movement event
1485163912640, 0.486, 34312640, BotIdentifier uid: 148516390972216, 6, 3, 3, 2, token collected event
1485163913186, 1.032, 34313186, class edu.asu.commons.foraging.event.ResourcesAddedEvent, Group #3, [java.awt.Point[x=1,y=7], java.awt.Point[x=6,y=0], java.awt.Point[x=5,y=5], java.awt.Point[x=2,y=6], java.awt.Point[x=7,y=1], java.awt.Point[x=8,y=5]]
1485163913269, 1.115, 34313269, BotIdentifier uid: 148516390972216, 3, 2, 3, 0, right, movement event
1485163913430, 1.276, 34313430, BotIdentifier uid: 148516390972216, 3, 3, 3, 0, up, movement event
1485163913590, 1.436, 34313590, BotIdentifier uid: 148516390972216, 3, 4, 3, 0, up, movement event
1485163913750, 1.596, 34313750, BotIdentifier uid: 148516390972216, 7, 1, 3, 3, token collected event
1485163914224, 2.070, 34314224, class edu.asu.commons.foraging.event.ResourcesAddedEvent, Group #3, [java.awt.Point[x=1,y=8], java.awt.Point[x=0,y=7]]
1485163914224, 2.070, 34314224, BotIdentifier uid: 148516390972216, 3, 5, 2, 0, left, movement event
1485163914383, 2.229, 34314383, BotIdentifier uid: 148516390972216, 3, 6, 2, 0, up, movement event
1485163914543, 2.389, 34314543, BotIdentifier uid: 148516390972216, 6, 0, 3, 4, token collected event
1485163914845, 2.691, 34314845, Station 1 (uid: 1), 3, 1, 3, 4, right, movement event
1485163915133, 2.979, 34315133, Station 1 (uid: 1), 3, 2, 3, 3, up, movement event
1485163915245, 3.091, 34315245, class edu.asu.commons.foraging.event.ResourcesAddedEvent, Group #3, [java.awt.Point[x=1,y=0], java.awt.Point[x=8,y=4], java.awt.Point[x=2,y=8], java.awt.Point[x=8,y=6]]
1485163915401, 3.247, 34315401, Station 1 (uid: 1), 3, 3, 3, 1, token collected event
1485163915481, 3.327, 34315481, BotIdentifier uid: 148516390972216, 3, 7, 1, 0, left, movement event
1485163915517, 3.363, 34315517, Station 1 (uid: 1), 3, 3, 3, 2, up, movement event
1485163915641, 3.487, 34315641, BotIdentifier uid: 148516390972216, 5, 0, 3, 5, token collected event
1485163915721, 3.567, 34315721, Station 1 (uid: 1), 3, 2, 3, 2, token collected event
1485163915829, 3.675, 34315829, Station 1 (uid: 1), 3, 4, 3, 3, down, movement event
1485163916005, 3.851, 34316005, Station 1 (uid: 1), 3, 5, 3, 4, down, movement event
1485163916157, 4.003, 34316157, Station 1 (uid: 1), 3, 6, 3, 5, down, movement event
1485163916275, 4.121, 34316275, class edu.asu.commons.foraging.event.ResourcesAddedEvent, Group #3, []
1485163916279, 4.125, 34316279, Station 1 (uid: 1), 3, 7, 3, 6, down, movement event
1485163916514, 4.360, 34316514, Station 1 (uid: 1), 3, 6, 3, 3, token collected event
1485163916592, 4.438, 34316592, BotIdentifier uid: 148516390972216, 3, 8, 2, 0, right, movement event
1485163916726, 4.572, 34316726, Station 1 (uid: 1), 3, 8, 4, 6, right, movement event
1485163916748, 4.594, 34316748, BotIdentifier uid: 148516390972216, 3, 9, 3, 0, right, movement event
1485163916903, 4.749, 34316903, Station 1 (uid: 1), 4, 6, 3, 4, token collected event
1485163916903, 4.749, 34316903, BotIdentifier uid: 148516390972216, 3, 10, 4, 0, right, movement event
1485163917062, 4.908, 34317062, BotIdentifier uid: 148516390972216, 3, 11, 4, 1, down, movement event
1485163917094, 4.940, 34317094, Station 1 (uid: 1), 3, 9, 5, 6, right, movement event
1485163917219, 5.065, 34317219, BotIdentifier uid: 148516390972216, 3, 12, 4, 2, down, movement event
1485163917300, 5.146, 34317300, class edu.asu.commons.foraging.event.ResourcesAddedEvent, Group #3, []
1485163917379, 5.225, 34317379, BotIdentifier uid: 148516390972216, 8, 2, 3, 6, token collected event
1485163917405, 5.251, 34317405, Station 1 (uid: 1), 3, 10, 5, 5, up, movement event
1485163917614, 5.460, 34317614, Station 1 (uid: 1), 5, 5, 3, 5, token collected event
1485163917789, 5.635, 34317789, Station 1 (uid: 1), 3, 11, 5, 6, down, movement event
1485163917966, 5.812, 34317966, Station 1 (uid: 1), 3, 12, 5, 7, down, movement event
1485163918013, 5.859, 34318013, BotIdentifier uid: 148516390972216, 3, 13, 4, 3, down, movement event
1485163918169, 6.015, 34318169, BotIdentifier uid: 148516390972216, 3, 14, 4, 4, down, movement event
1485163918245, 6.091, 34318245, Station 1 (uid: 1), 5, 7, 3, 6, token collected event
1485163918324, 6.170, 34318324, class edu.asu.commons.foraging.event.ResourcesAddedEvent, Group #3, [java.awt.Point[x=7,y=4]]
1485163918324, 6.170, 34318324, BotIdentifier uid: 148516390972216, 8, 4, 3, 7, token collected event
1485163918349, 6.195, 34318349, Station 1 (uid: 1), 3, 13, 5, 8, down, movement event
1485163918560, 6.406, 34318560, Station 1 (uid: 1), 5, 8, 3, 7, token collected event
1485163918782, 6.628, 34318782, Station 1 (uid: 1), 3, 14, 4, 8, left, movement event
1485163918953, 6.799, 34318953, BotIdentifier uid: 148516390972216, 3, 15, 4, 5, down, movement event
1485163919108, 6.954, 34319108, Station 1 (uid: 1), 4, 8, 3, 8, token collected event
1485163919108, 6.954, 34319108, BotIdentifier uid: 148516390972216, 8, 5, 3, 8, token collected event
1485163919286, 7.132, 34319286, Station 1 (uid: 1), 3, 15, 4, 7, up, movement event
