1485163855715, -29.700, 34255715, class edu.asu.commons.foraging.event.ResourcesAddedEvent, Group #3, [java.awt.Point[x=6,y=3], java.awt.Point[x=1,y=4], java.awt.Point[x=2,y=8], java.awt.Point[x=3,y=6], java.awt.Point[x=8,y=0], java.awt.Point[x=8,y=8], java.awt.Point[x=0,y=7], java.awt.Point[x=6,y=4], java.awt.Point[x=4,y=3], java.awt.Point[x=3,y=0], java.awt.Point[x=7,y=4], java.awt.Point[x=2,y=5], java.awt.Point[x=3,y=3], java.awt.Point[x=4,y=2], java.awt.Point[x=4,y=7], java.awt.Point[x=5,y=8], java.awt.Point[x=3,y=1], java.awt.Point[x=6,y=0], java.awt.Point[x=4,y=6], java.awt.Point[x=6,y=8]]
1485163885415, 0.000, class edu.asu.commons.event.RoundStartedMarkerEvent - id: system identifier, created on 1485163885415
1485163885588, 0.173, 34285588, BotIdentifier uid: 148516385571515, 6, 4, 3, 1, token collected event
1485163885744, 0.329, 34285744, BotIdentifier uid: 148516385571515, 3, 1, 8, 0, up, movement event
1485163885901, 0.486, 34285901, BotIdentifier uid: 148516385571515, 6, 3, 3, 2, token collected event
1485163886448, 1.033, 34286448, class edu.asu.commons.foraging.event.ResourcesAddedEvent, Group #3, [java.awt.Point[x=3,y=5], java.awt.Point[x=3,y=4], java.awt.Point[x=3,y=8]]
1485163886692, 1.277, 34286692, BotIdentifier uid: 148516385571515, 3, 2, 8, 0, right, movement event
1485163886850, 1.435, 34286850, BotIdentifier uid: 148516385571515, 3, 3, 8, 1, down, movement event
1485163887006, 1.591, 34287006, BotIdentifier uid: 148516385571515, 7, 4, 3, 3, token collected event
1485163887477, 2.062, 34287477, class edu.asu.commons.foraging.event.ResourcesAddedEvent, Group #3, [java.awt.Point[x=4,y=1], java.awt.Point[x=4,y=4]]
1485163887477, 2.062, 34287477, BotIdentifier uid: 148516385571515, 3, 4, 7, 1, left, movement event
1485163887635, 2.220, 34287635, BotIdentifier uid: 148516385571515, 3, 5, 6, 1, left, movement event
1485163887794, 2.379, 34287794, BotIdentifier uid: 148516385571515, 3, 6, 5, 1, left, movement event
1485163887953, 2.538, 34287953, BotIdentifier uid: 148516385571515, 4, 4, 3, 4, token collected event
1485163888504, 3.089, 34288504, class edu.asu.commons.foraging.event.ResourcesAddedEvent, Group #3, [java.awt.Point[x=5,y=1], java.awt.Point[x=1,y=7], java.awt.Point[x=7,y=0]]
